Youtube_Channel_URL,validated_url,is_valid,channel_id,handle,subscribers,error
https://www.youtube.com/channel/UCWiS24liJw0r1jr8_JqsrwA,https://www.youtube.com/channel/UCWiS24liJw0r1jr8_JqsrwA,True,UCWiS24liJw0r1jr8_JqsrwA?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWiSapqePL4DDd3MAlHiB3Q,https://www.youtube.com/channel/UCWiSapqePL4DDd3MAlHiB3Q,True,UCWiSapqePL4DDd3MAlHiB3Q?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWiSol77SVvIuidTRHFGgKQ,https://www.youtube.com/channel/UCWiSol77SVvIuidTRHFGgKQ,True,UCWiSol77SVvIuidTRHFGgKQ?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWiXGAJXMfS7pjBWyfKhQUg,https://www.youtube.com/channel/UCWiXGAJXMfS7pjBWyfKhQUg,True,UCWiXGAJXMfS7pjBWyfKhQUg?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWiY_frLKKMAC1ZKL1I5mtQ,https://www.youtube.com/channel/UCWiY_frLKKMAC1ZKL1I5mtQ,True,UCWiY_frLKKMAC1ZKL1I5mtQ?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWibIE05LBzYzEtxmK43jCw,https://www.youtube.com/channel/UCWibIE05LBzYzEtxmK43jCw,True,UCWibIE05LBzYzEtxmK43jCw?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWicUQh_wTfNy9dBSAQ3DZw,https://www.youtube.com/channel/UCWicUQh_wTfNy9dBSAQ3DZw,True,UCWicUQh_wTfNy9dBSAQ3DZw?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWidmPpcY5TgVgFm-BlY6Gw,https://www.youtube.com/channel/UCWidmPpcY5TgVgFm-BlY6Gw,True,UCWidmPpcY5TgVgFm-BlY6Gw?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWieE6-ZWJJx-HdU98-MkLA,https://www.youtube.com/channel/UCWieE6-ZWJJx-HdU98-MkLA,True,UCWieE6-ZWJJx-HdU98-MkLA?cbrd%3D1&amp;gae=cb-,,0.0,
https://www.youtube.com/channel/UCWifv0z8r2lSb0xe8k7hHDw,https://www.youtube.com/channel/UCWifv0z8r2lSb0xe8k7hHDw,True,UCWifv0z8r2lSb0xe8k7hHDw?cbrd%3D1&amp;gae=cb-,,0.0,
