channel_id,handle,subscribers,youtube_channel_url,youtube_channel_videos_url
UC040XFJEsSRhTkmieXp1kDQ,@MariaClaraeJP,46000000,https://www.youtube.com/@MariaClaraeJP,https://www.youtube.com/@MariaClaraeJP/videos
UCX6OQ3DkcsbYNE6H8uQQuVA,@MrBeastGaming,45800000,https://www.youtube.com/@MrBeastGaming,https://www.youtube.com/@MrBeastGaming/videos
UCd5ApCORQsMOZZz5E9oVeFA,@alfredolarin,45300000,https://www.youtube.com/@alfredolarin,https://www.youtube.com/@alfredolarin/videos
UC6QZ_ss3i_8qLV_RczPZBkw,@issei0806,45000000,https://www.youtube.com/@issei0806,https://www.youtube.com/@issei0806/videos
UCCLTpCYkAI939xEUpMShAeA,@zhong,44900000,https://www.youtube.com/@zhong,https://www.youtube.com/@zhong/videos
UCw7xjxzbMwgBSmbeYwqYRMg,@SonyPAL,44900000,https://www.youtube.com/@SonyPAL,https://www.youtube.com/@SonyPAL/videos
UC0IWRLai-BAwci_e9MylNGw,@CarryMinati,44800000,https://www.youtube.com/@CarryMinati,https://www.youtube.com/@CarryMinati/videos
UC4rlAVgAK0SGk-yTfe48Qpw,@BRIGHTSIDEOFFICIAL,44700000,https://www.youtube.com/@BRIGHTSIDEOFFICIAL,https://www.youtube.com/@BRIGHTSIDEOFFICIAL/videos
UCsSsgPaZ2GSmO6il8Cb5iGA,@DaFuqBoom,44500000,https://www.youtube.com/@DaFuqBoom,https://www.youtube.com/@DaFuqBoom/videos
UCtW7qWjpCZ8zps-Cf2NF26w,@GaaneSuneAnsune,44400000,https://www.youtube.com/@GaaneSuneAnsune,https://www.youtube.com/@GaaneSuneAnsune/videos
UCJplp5SjeGSdVdwsfb9Q7lQ,@LikeNastya_Show,44100000,https://www.youtube.com/@LikeNastya_Show,https://www.youtube.com/@LikeNastya_Show/videos
UCOFiK1CkpZMlBirz0RrdTzQ,@PowerKidstv,44000000,https://www.youtube.com/@PowerKidstv,https://www.youtube.com/@PowerKidstv/videos
UCYiGq8XF7YQD00x7wAd62Zg,@HolaSoyGerman,44000000,https://www.youtube.com/@HolaSoyGerman,https://www.youtube.com/@HolaSoyGerman/videos
UCGpSJk0zi-wDrCIzjrxrk0w,@TotalGaming093,43900000,https://www.youtube.com/@TotalGaming093,https://www.youtube.com/@TotalGaming093/videos
client,@IndiaTV,43900000,https://www.youtube.com/@IndiaTV,https://www.youtube.com/@IndiaTV/videos
client,@rihanna,43900000,https://www.youtube.com/@rihanna,https://www.youtube.com/@rihanna/videos
UCq-Fj5jknLsUf-MWSy4_brA,@tseriesoldisgold,43800000,https://www.youtube.com/@tseriesoldisgold,https://www.youtube.com/@tseriesoldisgold/videos
UCzIciQA6KlhGCZFByEo2wFQ,@ShortsBreak_Official,43700000,https://www.youtube.com/@ShortsBreak_Official,https://www.youtube.com/@ShortsBreak_Official/videos
UCK5Q72Uyo73uRPk8PmM2A3w,@GenevievesPlayhouse,43500000,https://www.youtube.com/@GenevievesPlayhouse,https://www.youtube.com/@GenevievesPlayhouse/videos
UCWWeRmpeFuYY1FdAru58Afw,@MRINDIANHACKER,43500000,https://www.youtube.com/@MRINDIANHACKER,https://www.youtube.com/@MRINDIANHACKER/videos
UCl_vAxZpvbO-PFXdDu7EdHw,@TechnoGamerzOfficial,43400000,https://www.youtube.com/@TechnoGamerzOfficial,https://www.youtube.com/@TechnoGamerzOfficial/videos
UCqq5n-Oe-r1EEHI3yvhVJcA,@AboFlah,43300000,https://www.youtube.com/@AboFlah,https://www.youtube.com/@AboFlah/videos
UCxG6Tbopv4XcHfem65bgFeg,@SuperSimpleSongs,43100000,https://www.youtube.com/@SuperSimpleSongs,https://www.youtube.com/@SuperSimpleSongs/videos
client,@YouTube,42100000,https://www.youtube.com/@YouTube,https://www.youtube.com/@YouTube/videos
client,@WorkpointOfficial,42000000,https://www.youtube.com/@WorkpointOfficial,https://www.youtube.com/@WorkpointOfficial/videos
UC5icw-0tc5AqLkr1q7nwGpA,@thedonato,41900000,https://www.youtube.com/@thedonato,https://www.youtube.com/@thedonato/videos
UC4WbPrDz80xWhm__jTYr1zQ,@JingleToons,41900000,https://www.youtube.com/@JingleToons,https://www.youtube.com/@JingleToons/videos
UCu9rnHLRV0gvyn2Skm7wsRQ,@juandediospantojaa,41600000,https://www.youtube.com/@juandediospantojaa,https://www.youtube.com/@juandediospantojaa/videos
UCvlE5gTbOvjiolFlEm-c_Ow,@vladvaniki1,41600000,https://www.youtube.com/@vladvaniki1,https://www.youtube.com/@vladvaniki1/videos
client,@gr6explode,41600000,https://www.youtube.com/@gr6explode,https://www.youtube.com/@gr6explode/videos
UCpEJRZdSpdVZ8vh63T9I2KQ,@LikeNastya_ESP,41600000,https://www.youtube.com/@LikeNastya_ESP,https://www.youtube.com/@LikeNastya_ESP/videos
UCM9r1xn6s30OnlJWb-jc3Sw,@xxxtentacion,41200000,https://www.youtube.com/@xxxtentacion,https://www.youtube.com/@xxxtentacion/videos
client,@LittleBabyBum,41100000,https://www.youtube.com/@LittleBabyBum,https://www.youtube.com/@LittleBabyBum/videos
UCz7PhJtc2G8Sre2vCLfmqAw,@akshaynagwadiya,41000000,https://www.youtube.com/@akshaynagwadiya,https://www.youtube.com/@akshaynagwadiya/videos
UCXbYlU08sOTBktOtjVsvR6w,@ToRung,40600000,https://www.youtube.com/@ToRung,https://www.youtube.com/@ToRung/videos
UCcjIvuxmWlS5IEQ0JdPV4Ng,@elrubiusOMG,40600000,https://www.youtube.com/@elrubiusOMG,https://www.youtube.com/@elrubiusOMG/videos
UCveWi6uuOZbGODjcVWJMW7Q,@FrostDiamond,40500000,https://www.youtube.com/@FrostDiamond,https://www.youtube.com/@FrostDiamond/videos
UC4_ot3DUs7i0tCj2uwZrG6A,@DangalTVChannel,40300000,https://www.youtube.com/@DangalTVChannel,https://www.youtube.com/@DangalTVChannel/videos
UC9u6Fd9XhDJPXggSUvsiOgg,@enaldinho,40100000,https://www.youtube.com/@enaldinho,https://www.youtube.com/@enaldinho/videos
UC-UXd3xaj1I_yTvufcMdDAA,@LankyBox,40100000,https://www.youtube.com/@LankyBox,https://www.youtube.com/@LankyBox/videos
UCzB9wnkVbEDi4rYcw6fPp_A,@Priyal_Kukreja,40100000,https://www.youtube.com/@Priyal_Kukreja,https://www.youtube.com/@Priyal_Kukreja/videos
UC1a2ZCw7tugRZYRMnecNj3A,@CelineDept,39700000,https://www.youtube.com/@CelineDept,https://www.youtube.com/@CelineDept/videos
client,@JasonDerulo,39500000,https://www.youtube.com/@JasonDerulo,https://www.youtube.com/@JasonDerulo/videos
UC56dNUTok1pgvpY75CsJQ4Q,@gulshankalra07,39400000,https://www.youtube.com/@gulshankalra07,https://www.youtube.com/@gulshankalra07/videos
client,@onedirectionchannel,39300000,https://www.youtube.com/@onedirectionchannel,https://www.youtube.com/@onedirectionchannel/videos
UCXIvAXVdbUDzIFhVwB9RR-g,@babybus,39300000,https://www.youtube.com/@babybus,https://www.youtube.com/@babybus/videos
UCunqjMN6EEbXjzU-RvwJrig,@HeroIndori,39100000,https://www.youtube.com/@HeroIndori,https://www.youtube.com/@HeroIndori/videos
UCMsPm8-25ygqRrRe9_s1WFw,@LeoNataFamily,39000000,https://www.youtube.com/@LeoNataFamily,https://www.youtube.com/@LeoNataFamily/videos
UCk8GzjMOrta8yxDcKfylJYw,@KidsRomaShow,38700000,https://www.youtube.com/@KidsRomaShow,https://www.youtube.com/@KidsRomaShow/videos
UCN8S4CqMRy6tVKVXvs7Bzeg,@WowKidz1,38600000,https://www.youtube.com/@WowKidz1,https://www.youtube.com/@WowKidz1/videos
UCoAvFb8vkawfgjMR4pEYSSQ,@MashaOso,38600000,https://www.youtube.com/@MashaOso,https://www.youtube.com/@MashaOso/videos
UCsXNGiYbKI21UrmnsFvSZCQ,@ZeeNews,38400000,https://www.youtube.com/@ZeeNews,https://www.youtube.com/@ZeeNews/videos
UC4TTx9XmK2KYCtbiN_knQvA,@RyansWorld,38300000,https://www.youtube.com/@RyansWorld,https://www.youtube.com/@RyansWorld/videos
UCNgN5oEI2PyODSM6ZijidCg,@TheEllenShow,38300000,https://www.youtube.com/@TheEllenShow,https://www.youtube.com/@TheEllenShow/videos
UCPNH75wRbz-cO-W8732981A,@Jkk_Entertainment,38200000,https://www.youtube.com/@Jkk_Entertainment,https://www.youtube.com/@Jkk_Entertainment/videos
UC4DLvb5xZ9OLcVM1KC_R97g,@unknownboyvarun7,38000000,https://www.youtube.com/@unknownboyvarun7,https://www.youtube.com/@unknownboyvarun7/videos
UCqNmJfc7RgMU6hTxOOuCYHQ,@dianaandromaesp,37800000,https://www.youtube.com/@dianaandromaesp,https://www.youtube.com/@dianaandromaesp/videos
UCjp_3PEaOau_nT_3vnqKIvg,@junya1gou,37800000,https://www.youtube.com/@junya1gou,https://www.youtube.com/@junya1gou/videos
UCq-Fj5jknLsUf-MWSy4_brA,@tseriesapnapunjab,37800000,https://www.youtube.com/@tseriesapnapunjab,https://www.youtube.com/@tseriesapnapunjab/videos
UCQ8xGf1PgFzpoqKU-_S_gtQ,@Rajshri,37700000,https://www.youtube.com/@Rajshri,https://www.youtube.com/@Rajshri/videos
client,@Ozuna,37200000,https://www.youtube.com/@Ozuna,https://www.youtube.com/@Ozuna/videos
UCtiddfzHXNevG-yYe5vc_4Q,@SpiderSlack,37200000,https://www.youtube.com/@SpiderSlack,https://www.youtube.com/@SpiderSlack/videos
client,@Maroon5,37200000,https://www.youtube.com/@Maroon5,https://www.youtube.com/@Maroon5/videos
UCaFVX7Zu4O5Ih7XnvLv1Xqg,@KarlaBustillos,37100000,https://www.youtube.com/@KarlaBustillos,https://www.youtube.com/@KarlaBustillos/videos
client,@gmanetwork,37100000,https://www.youtube.com/@gmanetwork,https://www.youtube.com/@gmanetwork/videos
UCXI4BLz5XdR55fKFB1rpwgw,@CyberVillageSolution,37000000,https://www.youtube.com/@CyberVillageSolution,https://www.youtube.com/@CyberVillageSolution/videos
UCVRqK0tS3B8pVog1HwCR4pg,@TuzelityOfficial,36800000,https://www.youtube.com/@TuzelityOfficial,https://www.youtube.com/@TuzelityOfficial/videos
UCm-Qr3k89gtXcuv2jL29XFw,@MartaAndRustam,36700000,https://www.youtube.com/@MartaAndRustam,https://www.youtube.com/@MartaAndRustam/videos
UCUakBOWqjh3OHgigYAf93OQ,@HamsterKombat_Official,36600000,https://www.youtube.com/@HamsterKombat_Official,https://www.youtube.com/@HamsterKombat_Official/videos
UCAgXpYH1SV4NMZgJbz9wdzQ,@dednahype,36600000,https://www.youtube.com/@dednahype,https://www.youtube.com/@dednahype/videos
UCOQa47a3PTQDTijvkp3A5nA,@MaviGadgets,36400000,https://www.youtube.com/@MaviGadgets,https://www.youtube.com/@MaviGadgets/videos
UCC3OGYxHwV8pB5yLobw9KdA,@LucasandMarcus,36300000,https://www.youtube.com/@LucasandMarcus,https://www.youtube.com/@LucasandMarcus/videos
UCpMoGK8pm4nuNERpX6_DwOQ,@WorldwideRecordsBhojpuri,36100000,https://www.youtube.com/@WorldwideRecordsBhojpuri,https://www.youtube.com/@WorldwideRecordsBhojpuri/videos
client,@DisneyMusicVEVO,36000000,https://www.youtube.com/@DisneyMusicVEVO,https://www.youtube.com/@DisneyMusicVEVO/videos
UCgi6Wim7jdoW6luCXci83uw,@BispoBrunoLeonardo,36000000,https://www.youtube.com/@BispoBrunoLeonardo,https://www.youtube.com/@BispoBrunoLeonardo/videos
UC2GKdedu534s9hfPlnegldA,@GeetMP3,35700000,https://www.youtube.com/@GeetMP3,https://www.youtube.com/@GeetMP3/videos
UCHUu2HAnogpaK2UmTSJT8jg,@mujjuu___14,35600000,https://www.youtube.com/@mujjuu___14,https://www.youtube.com/@mujjuu___14/videos
UCmzDf_a7CCFuxos7hspcWRQ,@IanLucasOficial,35100000,https://www.youtube.com/@IanLucasOficial,https://www.youtube.com/@IanLucasOficial/videos
UCiu1TaUCGFwPtj8gpx6pYeQ,@Tilak,35000000,https://www.youtube.com/@Tilak,https://www.youtube.com/@Tilak/videos
UCX6OQ3DkcsbYNE6H8uQQuVA,@BeastReacts,34900000,https://www.youtube.com/@BeastReacts,https://www.youtube.com/@BeastReacts/videos
UCPCaXSwaos-QI03iZtx8I6g,@WillieSalim,34900000,https://www.youtube.com/@WillieSalim,https://www.youtube.com/@WillieSalim/videos
UCOjRVCxaNntzhUhwUF-xCFA,@Round2hell,34800000,https://www.youtube.com/@Round2hell,https://www.youtube.com/@Round2hell/videos
UCvlE5gTbOvjiolFlEm-c_Ow,@vladnikihindi,34800000,https://www.youtube.com/@vladnikihindi,https://www.youtube.com/@vladnikihindi/videos
UC2hFZwNM71iOOCY3guLE7KQ,@SSSniperWolf,34700000,https://www.youtube.com/@SSSniperWolf,https://www.youtube.com/@SSSniperWolf/videos
UCdX5KXiCTPYWYZscfphgQ4g,@BeatboxJCOP,34700000,https://www.youtube.com/@BeatboxJCOP,https://www.youtube.com/@BeatboxJCOP/videos
client,@shemaroomovies,34600000,https://www.youtube.com/@shemaroomovies,https://www.youtube.com/@shemaroomovies/videos
UCm1hOHNgH6x8MF22676CmZA,@PokemonAsiaHindiOfficial,34600000,https://www.youtube.com/@PokemonAsiaHindiOfficial,https://www.youtube.com/@PokemonAsiaHindiOfficial/videos
UCWaOde99oeUVoXbIj3SNu9g,@sagawa,34400000,https://www.youtube.com/@sagawa,https://www.youtube.com/@sagawa/videos
UCNLxsUvaP5CRMD6cvO03K4w,@NichLmao,34400000,https://www.youtube.com/@NichLmao,https://www.youtube.com/@NichLmao/videos
UC4LHNX8d8RqnDX0OezgmCTg,@vegetta777,34200000,https://www.youtube.com/@vegetta777,https://www.youtube.com/@vegetta777/videos
UCP84QWij0alw4MvzqzyfOnw,@KHANDESHIMOVIES,34100000,https://www.youtube.com/@KHANDESHIMOVIES,https://www.youtube.com/@KHANDESHIMOVIES/videos
UClFN9LShD_Pv0wnSeUKbUZw,@ThatLittlePuff,34100000,https://www.youtube.com/@ThatLittlePuff,https://www.youtube.com/@ThatLittlePuff/videos
UC-ot0zOmCSxXj2Y59oI1k5g,@DesiMusicFactoryYT,34000000,https://www.youtube.com/@DesiMusicFactoryYT,https://www.youtube.com/@DesiMusicFactoryYT/videos
UCEwIUtFBhaI2L2PuKv0KL2g,@MrBean,34000000,https://www.youtube.com/@MrBean,https://www.youtube.com/@MrBean/videos
client,@NoCopyrightSounds,33900000,https://www.youtube.com/@NoCopyrightSounds,https://www.youtube.com/@NoCopyrightSounds/videos
UC7iyparkdas-4UTSL_gktQg,@rezendeevil,33800000,https://www.youtube.com/@rezendeevil,https://www.youtube.com/@rezendeevil/videos
UCpJ3VZb16uJFSmQyEQQ9Xlg,@adityamusic,33600000,https://www.youtube.com/@adityamusic,https://www.youtube.com/@adityamusic/videos
UCU_AsfgtKjwR4qaSwgsWn-w,@infobellstelugurhymes,33600000,https://www.youtube.com/@infobellstelugurhymes,https://www.youtube.com/@infobellstelugurhymes/videos
UCeqmF5EwvT7ASyJukZmrShA,@MrDegreeOfficial,33600000,https://www.youtube.com/@MrDegreeOfficial,https://www.youtube.com/@MrDegreeOfficial/videos
UCgqy_Kgctp5quGUsvIyqKVw,@TsurikiShow,33500000,https://www.youtube.com/@TsurikiShow,https://www.youtube.com/@TsurikiShow/videos
UCd09ztChTkJ9dlY6RLawSog,@IShowSpeed,33500000,https://www.youtube.com/@IShowSpeed,https://www.youtube.com/@IShowSpeed/videos
UCyoXW-Dse7fURq30EWl_CUA,@GoldminesDishoom,33500000,https://www.youtube.com/@GoldminesDishoom,https://www.youtube.com/@GoldminesDishoom/videos
UCPW0F3QPcwARHVFULyMMr0A,@SujalThakral,33500000,https://www.youtube.com/@SujalThakral,https://www.youtube.com/@SujalThakral/videos
UCEe1XYzORRRcwOUYNR0QwYw,@DanielLaBelle,33299999,https://www.youtube.com/@DanielLaBelle,https://www.youtube.com/@DanielLaBelle/videos
UCR1hQY5sz5NEYofdv09XimA,@kidschannelindia,33200000,https://www.youtube.com/@kidschannelindia,https://www.youtube.com/@kidschannelindia/videos
UCTheFErn4MureanSiqgKIag,@dona_mukbang,33200000,https://www.youtube.com/@dona_mukbang,https://www.youtube.com/@dona_mukbang/videos
UCEtXoc4bGUjW9tK-SstokkA,@ishaanali11,33000000,https://www.youtube.com/@ishaanali11,https://www.youtube.com/@ishaanali11/videos
UClQ3NafOy_42dJ0toK3QUKw,@BenAzelart,33000000,https://www.youtube.com/@BenAzelart,https://www.youtube.com/@BenAzelart/videos
UCzKWILdrVl8ZEcDzaH4kl_A,@infobellstamilrhymes,33000000,https://www.youtube.com/@infobellstamilrhymes,https://www.youtube.com/@infobellstamilrhymes/videos
UCcEawvCukBNKLXOJQo4yA3Q,@LittleAngel,32900000,https://www.youtube.com/@LittleAngel,https://www.youtube.com/@LittleAngel/videos
UCl3ecG8YVKG0VXEDSdYPDDg,@chotanawab,32900000,https://www.youtube.com/@chotanawab,https://www.youtube.com/@chotanawab/videos
UCOF23vGxkbhN4wl7ROrgXsA,@GoldminesBollywood,32900000,https://www.youtube.com/@GoldminesBollywood,https://www.youtube.com/@GoldminesBollywood/videos
client,@SMTOWN,32799999,https://www.youtube.com/@SMTOWN,https://www.youtube.com/@SMTOWN/videos
client,@SMTOWN,32799999,https://www.youtube.com/@SMTOWN,https://www.youtube.com/@SMTOWN/videos
UCcN7XoyZ_nnEyyOXoI2VZNQ,@teamactors,32600000,https://www.youtube.com/@teamactors,https://www.youtube.com/@teamactors/videos
UC34G3JoISurr5l5J-IHXIhw,@dbillions,32500000,https://www.youtube.com/@dbillions,https://www.youtube.com/@dbillions/videos
UCHAbNxkU837UAkZ-OPtdUUw,@toyoraljanahtv,32200000,https://www.youtube.com/@toyoraljanahtv,https://www.youtube.com/@toyoraljanahtv/videos
client,@ImagineDragons,32200000,https://www.youtube.com/@ImagineDragons,https://www.youtube.com/@ImagineDragons/videos
UCVtD5iA4rUuOK5cQrB_o4ow,@Yoeslan,32100000,https://www.youtube.com/@Yoeslan,https://www.youtube.com/@Yoeslan/videos
UCIcKN-VXhkZNpf5DRdHp9JA,@CrazyXYZ,32000000,https://www.youtube.com/@CrazyXYZ,https://www.youtube.com/@CrazyXYZ/videos
