Youtube_Channel_URL,validated_url,is_valid,channel_id,handle,subscribers,error
https://www.youtube.com/channel/UC6UHwX7O-OcF_l_X4LJS2Rw,https://www.youtube.com/channel/UC6UHwX7O-OcF_l_X4LJS2Rw,True,UC6UHwX7O-OcF_l_X4LJS2Rw,@hasanandhamood,49K,
https://www.youtube.com/channel/UC6UItdV_1eXF84GsJTfcVFw,https://www.youtube.com/channel/UC6UItdV_1eXF84GsJTfcVFw,True,UCP4w3YQgoY-boh8KS_-nCWQ,@Humainthekitchen,2.33M,
https://www.youtube.com/channel/UC6UJnoOITR8QjZRxJjC7AdQ,https://www.youtube.com/channel/UC6UJnoOITR8QjZRxJjC7AdQ,True,UCrpybGOZtmPa76flyfk-trg,@elgigantendanmark,4.15K,
https://www.youtube.com/channel/UC6UO1ZXEGGtVtd5NEJs_JyQ,https://www.youtube.com/channel/UC6UO1ZXEGGtVtd5NEJs_JyQ,True,UC6UO1ZXEGGtVtd5NEJs_JyQ,@StarWarsHongKong,7.25K,
https://www.youtube.com/channel/UC6URHAAF0nB3_6CLGE5qb8w,https://www.youtube.com/channel/UC6URHAAF0nB3_6CLGE5qb8w,True,UC6URHAAF0nB3_6CLGE5qb8w,@2dkhl,315K,
https://www.youtube.com/channel/UC6UTBWQJOvtGIjdBcC7WwPw,https://www.youtube.com/channel/UC6UTBWQJOvtGIjdBcC7WwPw,True,UC6UTBWQJOvtGIjdBcC7WwPw,@Royalistiq,1.01M,
https://www.youtube.com/channel/UC6UUsL_iRsz_M-RQyp_Mavg,https://www.youtube.com/channel/UC6UUsL_iRsz_M-RQyp_Mavg,True,UCGiabcskuEdYLLybh4_i18A,@AfarinKidsTV,974K,
https://www.youtube.com/channel/UC6UW2HWrQqi6ZhRaNQjcZMQ,https://www.youtube.com/channel/UC6UW2HWrQqi6ZhRaNQjcZMQ,True,UC6UW2HWrQqi6ZhRaNQjcZMQ,@silvagoldzduma,658,
https://www.youtube.com/channel/UC6UW8OOQQBGdwmnaYLh-qdw,https://www.youtube.com/channel/UC6UW8OOQQBGdwmnaYLh-qdw,True,UCcmpeVbSSQlZRvHfdC-CRwg,@City41,1.33M,
https://www.youtube.com/channel/UC6Ubkk0QDJ3XM6WRb1augeg,https://www.youtube.com/channel/UC6Ubkk0QDJ3XM6WRb1augeg,True,UC6Ubkk0QDJ3XM6WRb1augeg,@THAIWORLDTOY.,121K,
https://www.youtube.com/channel/UC6Uc2tdwgmLKmVq5uA5Q5TQ,https://www.youtube.com/channel/UC6Uc2tdwgmLKmVq5uA5Q5TQ,True,UC6Uc2tdwgmLKmVq5uA5Q5TQ,@maur0t,27,
https://www.youtube.com/channel/UC6Ue9Ihst8HZOgxvs7me0-A,https://www.youtube.com/channel/UC6Ue9Ihst8HZOgxvs7me0-A,True,UC6Ue9Ihst8HZOgxvs7me0-A,@cariyan__,319K,
https://www.youtube.com/channel/UC6UeGn7OYYl0DUBfOvMY5gg,https://www.youtube.com/channel/UC6UeGn7OYYl0DUBfOvMY5gg,True,UChuyIN1GnmBSgnyzTpk9DBA,@shiraz121000,110K,
https://www.youtube.com/channel/UC6UoZrxWo_iCIN_ECDsel4Q,https://www.youtube.com/channel/UC6UoZrxWo_iCIN_ECDsel4Q,True,UC6UoZrxWo_iCIN_ECDsel4Q,@Budgestudios,219K,
https://www.youtube.com/channel/UC6Uole8KsZP63g8qYgFAmkQ,https://www.youtube.com/channel/UC6Uole8KsZP63g8qYgFAmkQ,True,UCpTE1jXBAFRfAwkZOWSkZtQ,@mahdiba,1.58M,
https://www.youtube.com/channel/UC6Uqgjh-hUwgEYzLZ97wHkA,https://www.youtube.com/channel/UC6Uqgjh-hUwgEYzLZ97wHkA,True,UC6Uqgjh-hUwgEYzLZ97wHkA,@Sachzna,2.46M,
https://www.youtube.com/channel/UC6Uqr847zW_EcSEOSd7u4AQ,https://www.youtube.com/channel/UC6Uqr847zW_EcSEOSd7u4AQ,True,UC6Uqr847zW_EcSEOSd7u4AQ,@DnevnaDozaSrbijenaFejsbuku,9.57K,
https://www.youtube.com/channel/UC6UrlhHQXm9tWhZcFSfco8Q,https://www.youtube.com/channel/UC6UrlhHQXm9tWhZcFSfco8Q,True,UC6UrlhHQXm9tWhZcFSfco8Q,@How2Shirli,1.26M,
https://www.youtube.com/channel/UC6UsO14QEy4SvjrULD2SP6g,https://www.youtube.com/channel/UC6UsO14QEy4SvjrULD2SP6g,True,UCn1rRfBCn6I_Mef5IfVe30w,@SVDDevendraAudioVideo,357K,
https://www.youtube.com/channel/UC6Uv6JzoGTmUcVAajAdgiTw,https://www.youtube.com/channel/UC6Uv6JzoGTmUcVAajAdgiTw,True,UC6Uv6JzoGTmUcVAajAdgiTw,@imoGen30,404K,
https://www.youtube.com/channel/UC6UvvBdb7TXkt3Zi6TdrNwA,https://www.youtube.com/channel/UC6UvvBdb7TXkt3Zi6TdrNwA,True,UC6UvvBdb7TXkt3Zi6TdrNwA,@RPKStudio,361K,
https://www.youtube.com/channel/UC6UwCPgz_U6S2h4lxw1mqvQ,https://www.youtube.com/channel/UC6UwCPgz_U6S2h4lxw1mqvQ,True,UCjZ5bSNQooWee7JyPiq-HRw,@gjmacrae,1.13K,
https://www.youtube.com/channel/UC6V-olCI0NE18A9pyuQoSNg,https://www.youtube.com/channel/UC6V-olCI0NE18A9pyuQoSNg,True,UC6V-olCI0NE18A9pyuQoSNg,@HARR88,138K,
https://www.youtube.com/channel/UC6V1FU8Avxed_eJr5omSctQ,https://www.youtube.com/channel/UC6V1FU8Avxed_eJr5omSctQ,True,UC6V1FU8Avxed_eJr5omSctQ,@playstationworld2064,156,
https://www.youtube.com/channel/UC6V465ASMzBzycsiqltPcOg,https://www.youtube.com/channel/UC6V465ASMzBzycsiqltPcOg,True,UC6V465ASMzBzycsiqltPcOg,@loudouncountydemocrats,20,
https://www.youtube.com/channel/UC6V8OnjlrIyrI3a8Bd_q2hw,https://www.youtube.com/channel/UC6V8OnjlrIyrI3a8Bd_q2hw,True,UC6V8OnjlrIyrI3a8Bd_q2hw,@FEZEKIR,91.2K,
https://www.youtube.com/channel/UC6VAIqNQBc7ggiqvsOHOBqw,https://www.youtube.com/channel/UC6VAIqNQBc7ggiqvsOHOBqw,True,UCNLxsUvaP5CRMD6cvO03K4w,@NichLmao,34.4M,
https://www.youtube.com/channel/UC6VGQAulthbhJmQEW5blDGg,https://www.youtube.com/channel/UC6VGQAulthbhJmQEW5blDGg,True,UC6VGQAulthbhJmQEW5blDGg,@freenewstv1629,17.5K,
https://www.youtube.com/channel/UC6VHuRcY1Zn85VJKWI2XJPA,https://www.youtube.com/channel/UC6VHuRcY1Zn85VJKWI2XJPA,True,UC6VHuRcY1Zn85VJKWI2XJPA,@CrazyNo1,1.46M,
https://www.youtube.com/channel/UC6VKHP606ee6ffKwKmBHSig,https://www.youtube.com/channel/UC6VKHP606ee6ffKwKmBHSig,True,UC6VKHP606ee6ffKwKmBHSig,@loserzun,1.65M,
https://www.youtube.com/channel/UC6VLBHsXtXtEMA3HpwAM2Rw,https://www.youtube.com/channel/UC6VLBHsXtXtEMA3HpwAM2Rw,True,UCjgVdM6oGtSsC7kZE3ZFxow,@benio_ASMR,1.73M,
https://www.youtube.com/channel/UC6VNpSQqFGzK2Z7w13ZYNdw,https://www.youtube.com/channel/UC6VNpSQqFGzK2Z7w13ZYNdw,True,UCkJEMeaJ1vkQQFTdxiO0wgQ,@giannelis,262K,
https://www.youtube.com/channel/UC6VRdFhuA0FOougfutcs6Yg,https://www.youtube.com/channel/UC6VRdFhuA0FOougfutcs6Yg,True,UC6VRdFhuA0FOougfutcs6Yg,@stluciaallinclusive,63,
https://www.youtube.com/channel/UC6VSFaHYbR-bhNer7DXxGNQ,https://www.youtube.com/channel/UC6VSFaHYbR-bhNer7DXxGNQ,True,UC6VSFaHYbR-bhNer7DXxGNQ,@Bom-BomTV,2.55M,
