validated_url,channel_id,handle,subscribers
https://www.youtube.com/channel/UCNOCbw41t5_mLKR3tvV-XkQ/videos,UCNOCbw41t5_mLKR3tvV-XkQ,@drMihajlovic7,128000
https://www.youtube.com/channel/UCQuq8ES7d5UjwSHHFtIk8uA/videos,UCQuq8ES7d5UjwSHHFtIk8uA,@MahzyarBang,128000
https://www.youtube.com/channel/UCPBC73n4iYdWC6lZamUWddQ/videos,UCPBC73n4iYdWC6lZamUWddQ,@malisansfiltre,128000
https://www.youtube.com/channel/UCPuro-kcxLty97jmCpqwAOQ/videos,UCsvCQPAs7yk_aZ3GCE-QScA,@Miaouthereal,128000
https://www.youtube.com/channel/UCXSorfoPFZbMraJP4XCtDQw/videos,UCXSorfoPFZbMraJP4XCtDQw,@shabelletv5037,128000
https://www.youtube.com/channel/UCi6fcvs76l1jTdip3UztkKQ/videos,UCIBYrrz4tJ1hSXM9ob0vGwA,@A.R.A_Movies,128000
https://www.youtube.com/channel/UC3oMl8Lx4-4PQJPFQvJfXqA/videos,UC3oMl8Lx4-4PQJPFQvJfXqA,@TAATASAMCOMEDYHOUSE,128000
https://www.youtube.com/channel/UCiL48qiFJak_7UJ6b0otwHg/videos,UCiL48qiFJak_7UJ6b0otwHg,@Raptopoulos,128000
https://www.youtube.com/@TheElevationTv/videos,client,@TheElevationTv,128000
https://www.youtube.com/channel/UCUASQ8BrXPCjWDQMjE_INQQ/videos,UCUASQ8BrXPCjWDQMjE_INQQ,@licious_foods,128000
https://www.youtube.com/@BBCCiN/videos,client,@BBCCiN,128000
https://www.youtube.com/channel/UCU9tfUFOMR_3rfyb55GQf9Q/videos,UCSOmOGLCnGWj36UgWuTYsgw,@ritetimehausatv,128000
https://www.youtube.com/channel/UCyFjLMI84FXDC_YnDb43svQ/videos,UCyFjLMI84FXDC_YnDb43svQ,@JulmerMusic,128000
https://www.youtube.com/channel/UCmMIVosdumYbJ3sPBX-hNGw/videos,UCmMIVosdumYbJ3sPBX-hNGw,@quietbook,128000
https://www.youtube.com/channel/UC3q_TehHdue4vefX6DysdfQ/videos,UC3q_TehHdue4vefX6DysdfQ,@AzerbaijanTVM,128000
https://www.youtube.com/channel/UCBjzFuE6LYBDkMcNLth-ZNw/videos,UCBjzFuE6LYBDkMcNLth-ZNw,@rebecalluvia,128000
https://www.youtube.com/channel/UCTEJUaLR8pj_km6ZU25voMQ/videos,UCTEJUaLR8pj_km6ZU25voMQ,@ThaiPBSPodcast,128000
https://www.youtube.com/channel/UC3Qivpxa1x3Dhsj-sTrTCEA/videos,UC3Qivpxa1x3Dhsj-sTrTCEA,@Samoanbruce,128000
https://www.youtube.com/@brianfromdenmark/videos,UCEaReYkPVfExkfXptk0bSPw,@BrianFromDenmark,128000
https://www.youtube.com/channel/UCzAILOALKlI46SJM9DqT4nQ/videos,UCuAcfy-GKYd1SPj8iEtA3Zw,@jarnolaasala7509,128000
https://www.youtube.com/channel/UC8mpg7Mw3oIfs1ZMUriSkHw/videos,UC8mpg7Mw3oIfs1ZMUriSkHw,@kompromatAZE,128000
https://www.youtube.com/channel/UCh9REwAeLKZ8abyHSRWnNWg/videos,UCts_P7jEbI0F_sm7iqjAevg,@zironicdk,128000
https://www.youtube.com/channel/UCBg4-AlJOKFSK6IH4Yqy7Mw/videos,UCBg4-AlJOKFSK6IH4Yqy7Mw,@bigstars8144,128000
https://www.youtube.com/channel/UCzISUEO3niO0TmostDwvPKw/videos,UCzISUEO3niO0TmostDwvPKw,@ddrecordssenegal3389,128000
https://www.youtube.com/channel/UCfIfbA4UifbBc5CUWbkTfUg/videos,UCfIfbA4UifbBc5CUWbkTfUg,@SUNUENVIRONNEMENTMK,128000
https://www.youtube.com/channel/UC871EhuzwDGetIY4yr7upSA/videos,UC9JNnACzGoJT_vvU-ldyzoQ,@Differsv,128000
https://www.youtube.com/channel/UCB-QiZTPVIKiZYjxHOpgaGw/videos,UCB-QiZTPVIKiZYjxHOpgaGw,@lilykit346,128000
https://www.youtube.com/channel/UCaRFis6ZLcnnfkU1S8ilGlw/videos,UCaRFis6ZLcnnfkU1S8ilGlw,@ronginhopun5530,128000
https://www.youtube.com/channel/UCI9DPFkvdMsQFAIxYXLP_AA/videos,UCaEPehJXwJvm4pJ2u3iRs7Q,@GalivanFL,128000
https://www.youtube.com/channel/UCFiDHOFYdTmVd5XhRuwT1Mg/videos,UCFiDHOFYdTmVd5XhRuwT1Mg,,128000
https://www.youtube.com/channel/UCXUuwRIPH52-jVs4KfRvmHw/videos,UCXUuwRIPH52-jVs4KfRvmHw,@lvlUpSportsYT,128000
https://www.youtube.com/channel/UCqzeyVw3Gr6QPv4JwCC1sWw/videos,UCqzeyVw3Gr6QPv4JwCC1sWw,@giodreveli,128000
https://www.youtube.com/channel/UCB0Dl6tmUmScRLk54rdDNQQ/videos,UCB0Dl6tmUmScRLk54rdDNQQ,@SumanTalkiesOfficial,128000
https://www.youtube.com/channel/UCqLH5PRGnGHBoMIX77bt19g/videos,UCqLH5PRGnGHBoMIX77bt19g,@khcartoons,128000
https://www.youtube.com/channel/UCSMD9b_sY1j8OiEfPTdlymA/videos,UCSMD9b_sY1j8OiEfPTdlymA,@watoto,128000
https://www.youtube.com/@ninaj1/videos,client,@ninaj1,128000
https://www.youtube.com/channel/UCg_TVOZyNuv8LdnGT3GLCsg/videos,UC-4fDfmsXy9hIcEmPKbARIQ,@SoudyBrown,128000
https://www.youtube.com/channel/UCmRn-L7Oeeoy6zIW66DGMVw/videos,UCmRn-L7Oeeoy6zIW66DGMVw,@ValerieYordanova,128000
https://www.youtube.com/channel/UCYKpLE0iY5S4Vxfwduuvp8Q/videos,UCYKpLE0iY5S4Vxfwduuvp8Q,@Mohammed.al.kholani,128000
https://www.youtube.com/channel/UCNHhZx2m5dA3w2Aocpv01Mg/videos,UCNHhZx2m5dA3w2Aocpv01Mg,,128000
https://www.youtube.com/channel/UCnookzmQAXhVqSGcdmKfUxg/videos,UCnookzmQAXhVqSGcdmKfUxg,@Hakayiknews,128000
