validated_url,channel_id,handle,subscribers
https://www.youtube.com/channel/UCPpEavKYL-Ccedxn18o_btA/videos,UCPpEavKYL-Ccedxn18o_btA,@raczfamily,100000
https://www.youtube.com/channel/UCWDwdSVnI9_7cuHlWHkeAJg/videos,UCWDwdSVnI9_7cuHlWHkeAJg,@Moralstory33838,100000
https://www.youtube.com/@skate/videos,UC0GKI1WjINB2BqHsaodnOeQ,@skate,100000
https://www.youtube.com/channel/UCyLCM2cH1J2YIuyQsIlIoug/videos,UCmJ_L35KPnDoIfzbe4sfRQA,@worldoutreachchurch,100000
https://www.youtube.com/channel/UCSIvG0BD4XUTCtVDBzI1XHg/videos,UCqq91dE_0uLBEIGyzKqbu6w,@Charag-e-rah,100000
https://www.youtube.com/channel/UCfayZLBd5Jk8bu6Kj0Xu3sA/videos,UCfayZLBd5Jk8bu6Kj0Xu3sA,@sala7li,100000
https://www.youtube.com/channel/UCyROK66zya756JEEmJjVvxg/videos,UCyROK66zya756JEEmJjVvxg,@jitzcelebrity,100000
https://www.youtube.com/channel/UCpXIkqsCKI58mfWcZowUnBQ/videos,UCI6gB6eZS0c3ZrjcJq7xAtA,@TroutHuntingNZ,100000
https://www.youtube.com/channel/UCTzyeezhW0CquvrvEOrUc_Q/videos,UCTzyeezhW0CquvrvEOrUc_Q,@maichangvue5572,100000
https://www.youtube.com/channel/UCXkqQepmQhl5ONaBDPj-i4Q/videos,UCWcriEtaV0tf1rp0-8HGmTA,@%D0%A7%D0%90%D0%91%D0%90%D0%A0%D0%9C%D0%90%D0%9D,100000
https://www.youtube.com/channel/UCZ31jdnXa8lECmt4bL-8N9g/videos,UCZ31jdnXa8lECmt4bL-8N9g,@CinepolisKlicOficial,100000
https://www.youtube.com/channel/UCciNiB4HAdnbA5GheQbLl6Q/videos,UCK3yrdcr7Gj03-VlunM7OAw,@scalebuildersguild,100000
https://www.youtube.com/channel/UCNr-yaFJ9PWgmjrVT7_qptg/videos,UCNr-yaFJ9PWgmjrVT7_qptg,@SoyMackie,100000
https://www.youtube.com/channel/UCq30Llck2tNw8BI4t8jjzQg/videos,UCq30Llck2tNw8BI4t8jjzQg,@pyaremaithil,100000
https://www.youtube.com/channel/UCfLUDEBoYJvoQGG2QqTa6CQ/videos,UCfLUDEBoYJvoQGG2QqTa6CQ,@snashtz,100000
https://www.youtube.com/channel/UCUtJriAhT5XFp_ZTfluODMg/videos,UCUtJriAhT5XFp_ZTfluODMg,@bulgarianmovies9548,100000
https://www.youtube.com/channel/UCqHa7vnq_gY5-iX4aFQO8Yw/videos,UCqHa7vnq_gY5-iX4aFQO8Yw,@LawKaNatVideoProduction,100000
https://www.youtube.com/channel/UCQXEjksUbaVFB5VbBlRaHoA/videos,UCQXEjksUbaVFB5VbBlRaHoA,@vv1,100000
https://www.youtube.com/channel/UCo_OPI5h62SEdf6pe-nax7Q/videos,UCo_OPI5h62SEdf6pe-nax7Q,@Kulffu,100000
https://www.youtube.com/channel/UCfPjOzkNmKOlSfSG2Hulk-g/videos,UCWDRaVvzWl9YjICBS_DfRYw,@Kennedy.Sec.School,100000
https://www.youtube.com/channel/UCH7BNVYDg6xBR9tyzpzCeeA/videos,UCH7BNVYDg6xBR9tyzpzCeeA,@WMKPASHTO,100000
https://www.youtube.com/channel/UCvkfkuuKbtDtXwaqR8xnDmA/videos,UCvkfkuuKbtDtXwaqR8xnDmA,@prophetelvis,100000
https://www.youtube.com/channel/UC7s-2TYXZVltZMDBoJ1sHGw/videos,UCMTgwZK5pUvdT01Xo00zPnQ,@bntal3ked664,100000
https://www.youtube.com/channel/UCRmUFe-oi-piN5BLqubu0Tg/videos,UCRmUFe-oi-piN5BLqubu0Tg,@orxanbahadirsoy,100000
https://www.youtube.com/channel/UCRl3lmjNfu443SvEqyI6JuQ/videos,UCpPo_0b7_nvXYBy6EbbMC5A,@britishcouncilbangladesh8829,100000
https://www.youtube.com/channel/UCEBzHKX-rcyfAzAwftOWMMA/videos,UCJ9hfZ2sU7jFT9isA2rN58Q,@800PGAUDIO,100000
https://www.youtube.com/channel/UCD3U3VXjTWe27V5XDf2jvJQ/videos,UCKGxhLIUskv3-he4Cw4oFCQ,@ffreedomappenglish,100000
https://www.youtube.com/channel/UClIBh4aezEllE6MoJgvQW9A/videos,UCPswRBwbBG3xkwtB04K8MVw,@milox9041,100000
https://www.youtube.com/channel/UCxnyjYr07npMsNbBKXQ4J5A/videos,UCxnyjYr07npMsNbBKXQ4J5A,@tynaku1,100000
https://www.youtube.com/channel/UCvhWDgePITpczaDeTlTdbqA/videos,UCMiSA61jgzMhiD7EgsLwRHQ,@GDPTV,100000
https://www.youtube.com/channel/UCl75cPMCfFd9Zsv1w-fdAwg/videos,UCl75cPMCfFd9Zsv1w-fdAwg,,100000
https://www.youtube.com/channel/UCJtLN4UFVCRfqqElTqOqpDw/videos,UCJtLN4UFVCRfqqElTqOqpDw,@ellkassar-kassar,100000
https://www.youtube.com/channel/UCNEUZ2MiyHYGUYEhxFnCKBQ/videos,UC_6skwmCJFsi7spX_yVcBCw,@HappyBabySmiles,100000
https://www.youtube.com/channel/UC_mBQgld8aMsDy5hr-2zQZA/videos,UC_mBQgld8aMsDy5hr-2zQZA,@CuestionandoCreencias,100000
https://www.youtube.com/channel/UC1mYvNq891l1cgk2JmJgsSw/videos,UC1mYvNq891l1cgk2JmJgsSw,@Tina_Awwad,100000
https://www.youtube.com/channel/UCobigF0Owvn1h1GBNZ6Lijg/videos,UCobigF0Owvn1h1GBNZ6Lijg,@JoseGalindezPodcast,100000
https://www.youtube.com/channel/UC3hcjdtu_UTR4ocRtL6NU1A/videos,UCO_Po3y1uBbx-Cn_ATrsQJQ,@Jeniikcr,100000
https://www.youtube.com/channel/UCdhdVHbE4kyKDSlqY8OrkTw/videos,UCS4c5bpra5blCUsHKPFSkig,@adamiadampodcast4300,100000
https://www.youtube.com/channel/UCy4NfDsHs9BG5AScHyoZAmw/videos,UCy4NfDsHs9BG5AScHyoZAmw,@BMNEWSASSAM,100000
https://www.youtube.com/channel/UCs2jbh-Y3fef6BIqxsIVOxA/videos,UCs2jbh-Y3fef6BIqxsIVOxA,@porekh,100000
https://www.youtube.com/channel/UC6byV-WwmeljaiXr8Ewgy4A/videos,UC6byV-WwmeljaiXr8Ewgy4A,@GEJMRVlogger,100000
https://www.youtube.com/channel/UCcl5aXvLFfbUWwpqCVlKRYg/videos,UCcl5aXvLFfbUWwpqCVlKRYg,@GospelMusicOfficialChannel,100000
https://www.youtube.com/channel/UCcG7AnDJav8jvBJ3nFIh0TA/videos,UCcG7AnDJav8jvBJ3nFIh0TA,@huaweimobilekw,100000
https://www.youtube.com/channel/UCklXp7zOA5lFitvHyTcAvBA/videos,UCPvy81y7Z1RDpxEIDij2VIw,@Dinajpurfootball,100000
https://www.youtube.com/channel/UCa_9ahn0MPe7T1DBgX-rWqw/videos,UCa_9ahn0MPe7T1DBgX-rWqw,@VestiKhabarovsk,100000
https://www.youtube.com/channel/UCMqCfgzOvP0I25aPnHamnsw/videos,UCHC1E0DBbTvmd03gThKlArw,@TopTenKaliTV,100000
https://www.youtube.com/channel/UCUpWAJuvmFmYuhN5-m_aedA/videos,UCb6sF26gvpnuOodymzofzdw,@nanayeboahtv,100000
https://www.youtube.com/channel/UCTGmHn6dIyc7TthoH5c1uRg/videos,UCz8oHtp29UJgBy8KP5M49UQ,@TheFamily.Church,100000
